Command line: train.py --algorithm qrd3qn --world 5 --stage 1 --episodes 20000 --seed 5413 --gamma 0.93 --lr 0.00025 --model_path checkpoints/qrd3qn_w51_final_93_25.pt
================================================================================
Training started at 20260114-162858
Algorithm: QRD3QN
Environment: SuperMarioBros-5-1-v0
Random Seed: 5413
Resuming from checkpoint: checkpoints/qrd3qn_w51_final_93_25.pt
Total episodes: 20000
Batch size: 64, Learning rate: 0.00025
Memory size: 200000, Target update freq: 500
Quantiles: 51, Kappa: 1.0
Config: Gamma 0.93->0.93, Epsilon 1.0->0.015
================================================================================
Ep    1 |OrigR: 123.0 ShpR: 368.3 |X:  184.0( 184.0) AvgX100: 184.0 |AvgR: 368.3( 368.3)  0 |Ls: 0.0000 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6102 |OrigR: 933.0 ShpR:2061.3 |X: 1010.0(2910.0) AvgX100:1073.8 |AvgR:2194.6(2292.8)306 |Ls: 0.0955 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6103 |OrigR:1278.0 ShpR:2782.8 |X: 1358.0(2910.0) AvgX100:1079.3 |AvgR:2206.0(2292.8)307 |Ls: 0.1074 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6104 |OrigR:1762.0 ShpR:3794.7 |X: 1850.0(2910.0) AvgX100:1084.3 |AvgR:2216.3(2292.8)308 |Ls: 0.0960 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6105 |OrigR: 755.0 ShpR:1694.0 |X:  827.0(2910.0) AvgX100:1074.1 |AvgR:2195.4(2292.8)309 |Ls: 0.1022 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6106 |OrigR: 735.0 ShpR:1647.0 |X:  805.0(2910.0) AvgX100:1062.2 |AvgR:2171.0(2292.8)310 |Ls: 0.0911 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6107 |OrigR:2375.0 ShpR:5071.0 |X: 2493.0(2910.0) AvgX100:1080.0 |AvgR:2206.9(2292.8)311 |Ls: 0.1000 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6108 |OrigR:1760.0 ShpR:3790.0 |X: 1849.0(2910.0) AvgX100:1091.2 |AvgR:2230.1(2292.8)312 |Ls: 0.1021 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6109 |OrigR: 736.0 ShpR:1650.1 |X:  806.0(2910.0) AvgX100:1080.8 |AvgR:2209.0(2292.8)313 |Ls: 0.0925 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6110 |OrigR: 735.0 ShpR:1647.5 |X:  805.0(2910.0) AvgX100:1075.2 |AvgR:2197.5(2292.8)314 |Ls: 0.0996 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6111 |OrigR: 735.0 ShpR:1648.0 |X:  805.0(2910.0) AvgX100:1066.7 |AvgR:2180.0(2292.8)315 |Ls: 0.0975 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6112 |OrigR: 212.0 ShpR: 555.2 |X:  273.0(2910.0) AvgX100:1057.5 |AvgR:2161.2(2292.8)316 |Ls: 0.1243 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6113 |OrigR: 141.0 ShpR: 407.1 |X:  201.0(2910.0) AvgX100:1051.5 |AvgR:2148.7(2292.8)317 |Ls: 0.1182 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6114 |OrigR: 212.0 ShpR: 555.2 |X:  273.0(2910.0) AvgX100:1049.7 |AvgR:2145.0(2292.8)318 |Ls: 0.1031 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6115 |OrigR: 141.0 ShpR: 407.1 |X:  201.0(2910.0) AvgX100:1045.5 |AvgR:2136.4(2292.8)319 |Ls: 0.0923 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6116 |OrigR: 141.0 ShpR: 409.1 |X:  202.0(2910.0) AvgX100:1039.4 |AvgR:2123.9(2292.8)320 |Ls: 0.0978 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6117 |OrigR: 749.0 ShpR:1680.9 |X:  821.0(2910.0) AvgX100:1040.4 |AvgR:2126.1(2292.8)321 |Ls: 0.0957 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6118 |OrigR: 140.0 ShpR: 405.0 |X:  200.0(2910.0) AvgX100:1035.2 |AvgR:2115.5(2292.8)322 |Ls: 0.1118 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6119 |OrigR:1759.0 ShpR:3786.9 |X: 1849.0(2910.0) AvgX100:1046.7 |AvgR:2138.9(2292.8)323 |Ls: 0.0982 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6120 |OrigR:1900.0 ShpR:4083.5 |X: 1989.0(2910.0) AvgX100:1050.0 |AvgR:2145.7(2292.8)324 |Ls: 0.0914 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6121 |OrigR: 755.0 ShpR:1694.0 |X:  827.0(2910.0) AvgX100:1051.2 |AvgR:2148.3(2292.8)325 |Ls: 0.0946 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6122 |OrigR: 741.0 ShpR:1661.1 |X:  812.0(2910.0) AvgX100:1042.8 |AvgR:2131.0(2292.8)326 |Ls: 0.0938 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6123 |OrigR:1852.0 ShpR:3965.7 |X: 1984.0(2910.0) AvgX100:1044.1 |AvgR:2132.7(2292.8)327 |Ls: 0.1007 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6124 |OrigR:1757.0 ShpR:3781.2 |X: 1849.0(2910.0) AvgX100:1055.4 |AvgR:2155.8(2292.8)328 |Ls: 0.0964 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6125 |OrigR: 746.0 ShpR:1672.6 |X:  817.0(2910.0) AvgX100:1051.7 |AvgR:2148.1(2292.8)329 |Ls: 0.0981 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6126 |OrigR: 975.0 ShpR:2152.5 |X: 1050.0(2910.0) AvgX100:1056.0 |AvgR:2156.9(2292.8)330 |Ls: 0.0987 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6127 |OrigR: 386.0 ShpR: 921.6 |X:  451.0(2910.0) AvgX100:1041.8 |AvgR:2128.4(2292.8)331 |Ls: 0.0821 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6128 |OrigR: 735.0 ShpR:1647.5 |X:  805.0(2910.0) AvgX100:1042.6 |AvgR:2130.1(2292.8)332 |Ls: 0.1026 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6129 |OrigR:1567.0 ShpR:3387.7 |X: 1660.0(2910.0) AvgX100:1051.1 |AvgR:2147.5(2292.8)333 |Ls: 0.1042 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6130 |OrigR:1572.0 ShpR:3403.2 |X: 1658.0(2910.0) AvgX100:1059.5 |AvgR:2164.9(2292.8)334 |Ls: 0.0989 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6131 |OrigR: 734.0 ShpR:1644.9 |X:  806.0(2910.0) AvgX100:1060.4 |AvgR:2166.7(2292.8)335 |Ls: 0.0984 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6132 |OrigR: 866.0 ShpR:1923.6 |X:  939.0(2910.0) AvgX100:1060.4 |AvgR:2166.6(2292.8)336 |Ls: 0.0998 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6133 |OrigR: 141.0 ShpR: 409.1 |X:  202.0(2910.0) AvgX100:1054.3 |AvgR:2154.2(2292.8)337 |Ls: 0.1094 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6134 |OrigR: 634.0 ShpR:1438.4 |X:  704.0(2910.0) AvgX100:1058.6 |AvgR:2163.0(2292.8)338 |Ls: 0.0997 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6135 |OrigR:1531.0 ShpR:3316.6 |X: 1616.0(2910.0) AvgX100:1072.1 |AvgR:2190.7(2292.8)339 |Ls: 0.1125 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6136 |OrigR: 937.0 ShpR:2074.7 |X: 1012.0(2910.0) AvgX100:1079.5 |AvgR:2205.9(2292.8)340 |Ls: 0.0965 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6137 |OrigR: 141.0 ShpR: 407.1 |X:  201.0(2910.0) AvgX100:1077.0 |AvgR:2200.8(2292.8)341 |Ls: 0.1052 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6138 |OrigR: 737.0 ShpR:1650.7 |X:  808.0(2910.0) AvgX100:1082.3 |AvgR:2211.7(2292.8)342 |Ls: 0.0963 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6139 |OrigR: 736.0 ShpR:1646.1 |X:  811.0(2910.0) AvgX100:1083.2 |AvgR:2213.4(2292.8)343 |Ls: 0.0999 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6140 |OrigR: 755.0 ShpR:1691.0 |X:  832.0(2910.0) AvgX100:1088.8 |AvgR:2224.7(2292.8)344 |Ls: 0.1040 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6141 |OrigR: 556.0 ShpR:1276.6 |X:  624.0(2910.0) AvgX100:1090.5 |AvgR:2228.2(2292.8)345 |Ls: 0.0948 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6142 |OrigR: 745.0 ShpR:1665.5 |X:  818.0(2910.0) AvgX100:1077.4 |AvgR:2201.3(2292.8)346 |Ls: 0.1012 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6143 |OrigR: 737.0 ShpR:1650.2 |X:  811.0(2910.0) AvgX100:1066.9 |AvgR:2180.1(2292.8)347 |Ls: 0.0920 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6144 |OrigR: 651.0 ShpR:1476.1 |X:  721.0(2910.0) AvgX100:1071.4 |AvgR:2189.3(2292.8)348 |Ls: 0.0829 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6145 |OrigR: 212.0 ShpR: 557.2 |X:  274.0(2910.0) AvgX100:1066.0 |AvgR:2178.3(2292.8)349 |Ls: 0.1035 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6146 |OrigR:1114.0 ShpR:2441.9 |X: 1191.0(2910.0) AvgX100:1070.9 |AvgR:2188.4(2292.8)350 |Ls: 0.1119 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6147 |OrigR:1756.0 ShpR:3779.1 |X: 1845.0(2910.0) AvgX100:1079.0 |AvgR:2205.0(2292.8)351 |Ls: 0.1099 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6148 |OrigR:1642.0 ShpR:3544.7 |X: 1727.0(2910.0) AvgX100:1089.1 |AvgR:2225.7(2292.8)352 |Ls: 0.1008 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6149 |OrigR: 974.0 ShpR:2150.4 |X: 1049.0(2910.0) AvgX100:1091.5 |AvgR:2230.8(2292.8)353 |Ls: 0.0966 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6150 |OrigR: 653.0 ShpR:1478.3 |X:  722.0(2910.0) AvgX100:1091.7 |AvgR:2231.3(2292.8)354 |Ls: 0.0923 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6151 |OrigR: 930.0 ShpR:2055.5 |X: 1011.0(2910.0) AvgX100:1094.8 |AvgR:2237.4(2292.8)355 |Ls: 0.1000 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6152 |OrigR:1763.0 ShpR:3799.8 |X: 1852.0(2910.0) AvgX100:1094.0 |AvgR:2236.0(2292.8)356 |Ls: 0.0995 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6153 |OrigR:1636.0 ShpR:3536.6 |X: 1723.0(2910.0) AvgX100:1086.6 |AvgR:2221.2(2292.8)357 |Ls: 0.1019 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6154 |OrigR: 932.0 ShpR:2057.7 |X: 1008.0(2910.0) AvgX100:1089.6 |AvgR:2227.4(2292.8)358 |Ls: 0.1031 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6155 |OrigR:1534.0 ShpR:3322.9 |X: 1620.0(2910.0) AvgX100:1098.6 |AvgR:2245.9(2292.8)359 |Ls: 0.1047 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6156 |OrigR: 210.0 ShpR: 553.0 |X:  272.0(2910.0) AvgX100:1098.6 |AvgR:2245.8(2292.8)360 |Ls: 0.0859 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6157 |OrigR: 935.0 ShpR:2068.5 |X: 1011.0(2910.0) AvgX100:1088.8 |AvgR:2225.5(2292.8)361 |Ls: 0.0993 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6158 |OrigR: 649.0 ShpR:1469.9 |X:  719.0(2910.0) AvgX100:1088.9 |AvgR:2225.8(2292.8)362 |Ls: 0.0933 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6159 |OrigR: 554.0 ShpR:1273.4 |X:  623.0(2910.0) AvgX100:1088.9 |AvgR:2225.9(2292.8)363 |Ls: 0.0905 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6160 |OrigR: 735.0 ShpR:1646.0 |X:  804.0(2910.0) AvgX100:1072.1 |AvgR:2192.2(2292.8)364 |Ls: 0.0971 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6161 |OrigR: 740.0 ShpR:1658.0 |X:  810.0(2910.0) AvgX100:1055.3 |AvgR:2157.8(2292.8)365 |Ls: 0.1041 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6162 |OrigR: 208.0 ShpR: 546.8 |X:  270.0(2910.0) AvgX100:1049.9 |AvgR:2146.9(2292.8)366 |Ls: 0.1064 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6163 |OrigR: 735.0 ShpR:1647.0 |X:  805.0(2910.0) AvgX100:1055.3 |AvgR:2158.1(2292.8)367 |Ls: 0.1001 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6164 |OrigR: 847.0 ShpR:1882.7 |X:  928.0(2910.0) AvgX100:1046.1 |AvgR:2139.0(2292.8)368 |Ls: 0.1024 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6165 |OrigR: 653.0 ShpR:1477.8 |X:  722.0(2910.0) AvgX100:1044.0 |AvgR:2134.8(2292.8)369 |Ls: 0.1013 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6166 |OrigR: 731.0 ShpR:1635.1 |X:  807.0(2910.0) AvgX100:1032.1 |AvgR:2110.2(2292.8)370 |Ls: 0.1028 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6167 |OrigR: 652.0 ShpR:1476.7 |X:  721.0(2910.0) AvgX100:1030.0 |AvgR:2106.2(2292.8)371 |Ls: 0.1123 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6168 |OrigR:1902.0 ShpR:4091.7 |X: 1993.0(2910.0) AvgX100:1041.8 |AvgR:2130.5(2292.8)372 |Ls: 0.1073 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6169 |OrigR: 213.0 ShpR: 559.3 |X:  275.0(2910.0) AvgX100:1027.3 |AvgR:2100.7(2292.8)373 |Ls: 0.0961 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6170 |OrigR:1898.0 ShpR:4081.3 |X: 1993.0(2910.0) AvgX100:1040.3 |AvgR:2127.4(2292.8)374 |Ls: 0.0966 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6171 |OrigR: 646.0 ShpR:1465.1 |X:  717.0(2910.0) AvgX100:1029.0 |AvgR:2104.4(2292.8)375 |Ls: 0.0818 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6172 |OrigR: 638.0 ShpR:1447.8 |X:  707.0(2910.0) AvgX100:1018.9 |AvgR:2083.6(2292.8)376 |Ls: 0.1109 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6173 |OrigR:1110.0 ShpR:2437.0 |X: 1188.0(2910.0) AvgX100:1014.2 |AvgR:2074.1(2292.8)377 |Ls: 0.0985 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6174 |OrigR: 213.0 ShpR: 558.8 |X:  275.0(2910.0) AvgX100: 999.6 |AvgR:2044.2(2292.8)378 |Ls: 0.0954 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6175 |OrigR: 633.0 ShpR:1439.3 |X:  703.0(2910.0) AvgX100: 998.5 |AvgR:2041.9(2292.8)379 |Ls: 0.1185 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6176 |OrigR: 247.0 ShpR: 631.2 |X:  310.0(2910.0) AvgX100: 980.3 |AvgR:2004.4(2292.8)380 |Ls: 0.1192 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6177 |OrigR:1760.0 ShpR:3789.5 |X: 1850.0(2910.0) AvgX100: 996.7 |AvgR:2038.2(2292.8)381 |Ls: 0.1036 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6178 |OrigR: 737.0 ShpR:1651.2 |X:  807.0(2910.0) AvgX100: 996.7 |AvgR:2038.2(2292.8)382 |Ls: 0.1043 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6179 |OrigR: 735.0 ShpR:1646.5 |X:  813.0(2910.0) AvgX100: 996.8 |AvgR:2038.2(2292.8)383 |Ls: 0.1070 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6180 |OrigR: 953.0 ShpR:2105.3 |X: 1027.0(2910.0) AvgX100: 988.5 |AvgR:2021.4(2292.8)384 |Ls: 0.1064 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6181 |OrigR: 636.0 ShpR:1444.1 |X:  705.0(2910.0) AvgX100: 986.1 |AvgR:2016.4(2292.8)385 |Ls: 0.0958 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6182 |OrigR: 647.0 ShpR:1463.2 |X:  716.0(2910.0) AvgX100: 991.2 |AvgR:2026.9(2292.8)386 |Ls: 0.1107 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6183 |OrigR: 860.0 ShpR:1912.0 |X:  935.0(2910.0) AvgX100: 993.5 |AvgR:2031.7(2292.8)387 |Ls: 0.0889 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6184 |OrigR:1779.0 ShpR:3833.4 |X: 1870.0(2910.0) AvgX100: 993.8 |AvgR:2032.3(2292.8)388 |Ls: 0.0991 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6185 |OrigR:1759.0 ShpR:3789.4 |X: 1847.0(2910.0) AvgX100:1005.0 |AvgR:2055.4(2292.8)389 |Ls: 0.1006 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6186 |OrigR: 211.0 ShpR: 556.1 |X:  274.0(2910.0) AvgX100:1005.0 |AvgR:2055.5(2292.8)390 |Ls: 0.0921 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6187 |OrigR:1757.0 ShpR:3782.7 |X: 1847.0(2910.0) AvgX100:1014.2 |AvgR:2074.2(2292.8)391 |Ls: 0.1026 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6188 |OrigR:1637.0 ShpR:3538.7 |X: 1724.0(2910.0) AvgX100:1023.4 |AvgR:2093.2(2292.8)392 |Ls: 0.1070 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6189 |OrigR: 554.0 ShpR:1272.4 |X:  622.0(2910.0) AvgX100:1011.2 |AvgR:2068.1(2292.8)393 |Ls: 0.1076 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6190 |OrigR:1758.0 ShpR:3785.3 |X: 1850.0(2910.0) AvgX100:1019.5 |AvgR:2085.3(2292.8)394 |Ls: 0.1078 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6191 |OrigR:2241.0 ShpR:4795.6 |X: 2339.0(2910.0) AvgX100:1035.8 |AvgR:2118.7(2292.8)395 |Ls: 0.0992 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6192 |OrigR:1753.0 ShpR:3772.8 |X: 1847.0(2910.0) AvgX100:1035.7 |AvgR:2118.2(2292.8)396 |Ls: 0.1054 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6193 |OrigR: 877.0 ShpR:1946.7 |X:  950.0(2910.0) AvgX100:1043.1 |AvgR:2133.6(2292.8)397 |Ls: 0.0969 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6194 |OrigR: 636.0 ShpR:1442.1 |X:  707.0(2910.0) AvgX100:1031.8 |AvgR:2110.2(2292.8)398 |Ls: 0.1063 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6195 |OrigR:2391.0 ShpR:5114.1 |X: 2491.0(2910.0) AvgX100:1054.7 |AvgR:2157.2(2292.8)399 |Ls: 0.1086 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6196 |OrigR: 387.0 ShpR: 923.2 |X:  452.0(2910.0) AvgX100:1056.5 |AvgR:2161.0(2292.8)400 |Ls: 0.1143 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6197 |OrigR:1519.0 ShpR:3288.4 |X: 1604.0(2910.0) AvgX100:1063.0 |AvgR:2174.5(2292.8)401 |Ls: 0.1089 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6198 |OrigR: 728.0 ShpR:1627.8 |X:  812.0(2910.0) AvgX100:1049.9 |AvgR:2147.1(2292.8)402 |Ls: 0.0978 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6199 |OrigR: 252.0 ShpR: 641.7 |X:  315.0(2910.0) AvgX100:1034.5 |AvgR:2115.6(2292.8)403 |Ls: 0.0924 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6200 |OrigR: 382.0 ShpR: 913.2 |X:  447.0(2910.0) AvgX100:1029.5 |AvgR:2105.2(2292.8)404 |Ls: 0.0936 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6201 |OrigR:1109.0 ShpR:2433.4 |X: 1188.0(2910.0) AvgX100:1021.5 |AvgR:2088.7(2292.8)405 |Ls: 0.1011 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6202 |OrigR: 553.0 ShpR:1269.8 |X:  621.0(2910.0) AvgX100:1017.6 |AvgR:2080.8(2292.8)406 |Ls: 0.1022 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6203 |OrigR:2478.0 ShpR:5284.8 |X: 2595.0(2910.0) AvgX100:1030.0 |AvgR:2105.8(2292.8)407 |Ls: 0.1012 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6204 |OrigR: 388.0 ShpR: 923.3 |X:  452.0(2910.0) AvgX100:1016.0 |AvgR:2077.1(2292.8)408 |Ls: 0.0981 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6205 |OrigR: 634.0 ShpR:1438.9 |X:  703.0(2910.0) AvgX100:1014.8 |AvgR:2074.6(2292.8)409 |Ls: 0.1029 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
Ep 6206 |OrigR: 743.0 ShpR:1666.3 |X:  814.0(2910.0) AvgX100:1014.8 |AvgR:2074.8(2292.8)410 |Ls: 0.1226 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.930 |Fl: . (0/100) 0
