Command line: train.py --algorithm qrd3qn --world 5 --stage 1 --episodes 20000 --seed 5413 --gamma 0.99 --lr 0.00025 --model_path checkpoints/qrd3qn_w51_final_93_25.pt
================================================================================
Training started at 20260115-102732
Algorithm: QRD3QN
Environment: SuperMarioBros-5-1-v0
Random Seed: 5413
Resuming from checkpoint: checkpoints/qrd3qn_w51_final_93_25.pt
Total episodes: 20000
Batch size: 64, Learning rate: 0.00025
Memory size: 200000, Target update freq: 500
Quantiles: 51, Kappa: 1.0
Config: Gamma 0.99->0.99, Epsilon 1.0->0.015
================================================================================
Ep    1 |OrigR: 123.0 ShpR: 368.3 |X:  184.0( 184.0) AvgX100: 184.0 |AvgR: 368.3( 368.3)  0 |Ls: 0.0000 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4629 |OrigR: 732.0 ShpR:1638.2 |X:  805.0(2345.0) AvgX100: 629.0 |AvgR:1274.2(1655.1)116 |Ls: 2.7222 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4630 |OrigR:1249.0 ShpR:2710.9 |X: 1344.0(2345.0) AvgX100: 639.8 |AvgR:1295.8(1655.1)117 |Ls: 2.7702 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4631 |OrigR:1265.0 ShpR:2756.5 |X: 1352.0(2345.0) AvgX100: 647.2 |AvgR:1311.0(1655.1)118 |Ls: 2.7423 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4632 |OrigR: 379.0 ShpR: 906.9 |X:  446.0(2345.0) AvgX100: 649.0 |AvgR:1314.6(1655.1)119 |Ls: 2.7205 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4633 |OrigR:1105.0 ShpR:2421.5 |X: 1189.0(2345.0) AvgX100: 653.9 |AvgR:1324.5(1655.1)120 |Ls: 2.7454 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4634 |OrigR: 554.0 ShpR:1273.4 |X:  623.0(2345.0) AvgX100: 650.7 |AvgR:1318.1(1655.1)121 |Ls: 2.8179 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4635 |OrigR: 840.0 ShpR:1861.5 |X:  931.0(2345.0) AvgX100: 646.5 |AvgR:1309.2(1655.1)122 |Ls: 2.7013 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4636 |OrigR: 387.0 ShpR: 923.2 |X:  452.0(2345.0) AvgX100: 642.9 |AvgR:1301.8(1655.1)123 |Ls: 2.9463 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4637 |OrigR: 380.0 ShpR: 904.0 |X:  449.0(2345.0) AvgX100: 639.2 |AvgR:1294.2(1655.1)124 |Ls: 2.6108 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4638 |OrigR: 380.0 ShpR: 908.0 |X:  445.0(2345.0) AvgX100: 640.5 |AvgR:1296.9(1655.1)125 |Ls: 2.6902 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4639 |OrigR: 383.0 ShpR: 914.3 |X:  448.0(2345.0) AvgX100: 638.8 |AvgR:1293.3(1655.1)126 |Ls: 2.6175 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4640 |OrigR: 731.0 ShpR:1634.6 |X:  809.0(2345.0) AvgX100: 633.2 |AvgR:1281.7(1655.1)127 |Ls: 2.6665 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4641 |OrigR: 525.0 ShpR:1206.5 |X:  595.0(2345.0) AvgX100: 632.1 |AvgR:1279.5(1655.1)128 |Ls: 2.8482 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4642 |OrigR: 741.0 ShpR:1657.6 |X:  817.0(2345.0) AvgX100: 637.6 |AvgR:1290.5(1655.1)129 |Ls: 2.7186 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4643 |OrigR:1256.0 ShpR:2732.1 |X: 1346.0(2345.0) AvgX100: 648.3 |AvgR:1312.2(1655.1)130 |Ls: 2.5130 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4644 |OrigR: 196.0 ShpR: 520.6 |X:  259.0(2345.0) AvgX100: 646.3 |AvgR:1308.1(1655.1)131 |Ls: 2.4708 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4645 |OrigR: 379.0 ShpR: 905.4 |X:  447.0(2345.0) AvgX100: 648.1 |AvgR:1311.6(1655.1)132 |Ls: 2.6848 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4646 |OrigR: 733.0 ShpR:1640.3 |X:  810.0(2345.0) AvgX100: 653.5 |AvgR:1322.5(1655.1)133 |Ls: 2.4572 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4647 |OrigR: 380.0 ShpR: 907.0 |X:  445.0(2345.0) AvgX100: 651.8 |AvgR:1319.2(1655.1)134 |Ls: 2.7219 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4648 |OrigR: 635.0 ShpR:1436.5 |X:  705.0(2345.0) AvgX100: 652.6 |AvgR:1320.7(1655.1)135 |Ls: 2.7723 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4649 |OrigR: 379.0 ShpR: 905.9 |X:  444.0(2345.0) AvgX100: 654.3 |AvgR:1324.3(1655.1)136 |Ls: 2.5313 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4650 |OrigR: 530.0 ShpR:1218.5 |X:  600.0(2345.0) AvgX100: 655.8 |AvgR:1327.2(1655.1)137 |Ls: 2.4542 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4651 |OrigR: 378.0 ShpR: 902.8 |X:  443.0(2345.0) AvgX100: 655.8 |AvgR:1327.1(1655.1)138 |Ls: 2.8921 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4652 |OrigR:1741.0 ShpR:3741.6 |X: 1846.0(2345.0) AvgX100: 671.5 |AvgR:1359.0(1655.1)139 |Ls: 2.7575 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4653 |OrigR: 730.0 ShpR:1634.0 |X:  804.0(2345.0) AvgX100: 676.8 |AvgR:1369.8(1655.1)140 |Ls: 2.5570 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4654 |OrigR: 240.0 ShpR: 614.5 |X:  303.0(2345.0) AvgX100: 677.1 |AvgR:1370.4(1655.1)141 |Ls: 2.7142 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4655 |OrigR: 618.0 ShpR:1400.3 |X:  691.0(2345.0) AvgX100: 681.3 |AvgR:1378.9(1655.1)142 |Ls: 3.0151 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4656 |OrigR: 209.0 ShpR: 548.4 |X:  270.0(2345.0) AvgX100: 681.3 |AvgR:1378.9(1655.1)143 |Ls: 2.6563 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4657 |OrigR: 384.0 ShpR: 916.9 |X:  449.0(2345.0) AvgX100: 677.7 |AvgR:1371.7(1655.1)144 |Ls: 2.9757 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4658 |OrigR: 732.0 ShpR:1636.7 |X:  811.0(2345.0) AvgX100: 681.3 |AvgR:1378.9(1655.1)145 |Ls: 2.7841 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4659 |OrigR: 634.0 ShpR:1437.4 |X:  705.0(2345.0) AvgX100: 680.2 |AvgR:1376.8(1655.1)146 |Ls: 2.8002 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4660 |OrigR: 111.0 ShpR: 518.6 |X:  263.0(2345.0) AvgX100: 680.1 |AvgR:1376.5(1655.1)147 |Ls: 2.6940 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4661 |OrigR: 733.0 ShpR:1639.8 |X:  808.0(2345.0) AvgX100: 681.1 |AvgR:1378.3(1655.1)148 |Ls: 2.7456 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4662 |OrigR: 102.0 ShpR: 524.2 |X:  267.0(2345.0) AvgX100: 675.6 |AvgR:1367.8(1655.1)149 |Ls: 2.8387 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4663 |OrigR: 384.0 ShpR: 917.4 |X:  449.0(2345.0) AvgX100: 677.4 |AvgR:1371.5(1655.1)150 |Ls: 2.5868 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4664 |OrigR: 632.0 ShpR:1429.7 |X:  703.0(2345.0) AvgX100: 676.1 |AvgR:1369.0(1655.1)151 |Ls: 2.7777 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4665 |OrigR: 556.0 ShpR:1359.6 |X:  671.0(2345.0) AvgX100: 675.8 |AvgR:1368.3(1655.1)152 |Ls: 2.8348 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4666 |OrigR: 851.0 ShpR:1888.1 |X:  929.0(2345.0) AvgX100: 682.4 |AvgR:1381.7(1655.1)153 |Ls: 2.5973 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4667 |OrigR: 208.0 ShpR: 546.8 |X:  269.0(2345.0) AvgX100: 678.1 |AvgR:1372.8(1655.1)154 |Ls: 2.5458 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4668 |OrigR: 384.0 ShpR: 917.4 |X:  449.0(2345.0) AvgX100: 679.9 |AvgR:1376.5(1655.1)155 |Ls: 3.0755 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4669 |OrigR: 554.0 ShpR:1268.4 |X:  620.0(2345.0) AvgX100: 677.9 |AvgR:1372.7(1655.1)156 |Ls: 2.6895 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4670 |OrigR:1748.0 ShpR:3756.8 |X: 1846.0(2345.0) AvgX100: 686.4 |AvgR:1390.0(1655.1)157 |Ls: 2.7680 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4671 |OrigR: 381.0 ShpR: 906.1 |X:  446.0(2345.0) AvgX100: 688.1 |AvgR:1393.5(1655.1)158 |Ls: 2.6085 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4672 |OrigR: 206.0 ShpR: 542.1 |X:  267.0(2345.0) AvgX100: 682.8 |AvgR:1382.9(1655.1)159 |Ls: 2.5840 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4673 |OrigR: 385.0 ShpR: 919.5 |X:  452.0(2345.0) AvgX100: 682.8 |AvgR:1382.9(1655.1)160 |Ls: 2.7398 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4674 |OrigR: 370.0 ShpR: 882.5 |X:  436.0(2345.0) AvgX100: 668.7 |AvgR:1354.3(1655.1)161 |Ls: 2.6182 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4675 |OrigR:1614.0 ShpR:3472.9 |X: 1737.0(2345.0) AvgX100: 672.5 |AvgR:1361.3(1655.1)162 |Ls: 2.7467 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4676 |OrigR:1635.0 ShpR:3464.0 |X: 1847.0(2345.0) AvgX100: 683.8 |AvgR:1381.4(1655.1)163 |Ls: 2.6201 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4677 |OrigR: 844.0 ShpR:1873.4 |X:  924.0(2345.0) AvgX100: 685.0 |AvgR:1384.2(1655.1)164 |Ls: 2.5774 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4678 |OrigR:1099.0 ShpR:2409.4 |X: 1186.0(2345.0) AvgX100: 692.4 |AvgR:1399.3(1655.1)165 |Ls: 2.5313 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4679 |OrigR: 683.0 ShpR:1512.8 |X:  802.0(2345.0) AvgX100: 696.1 |AvgR:1405.5(1655.1)166 |Ls: 2.5800 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4680 |OrigR: 371.0 ShpR: 887.1 |X:  438.0(2345.0) AvgX100: 694.3 |AvgR:1401.9(1655.1)167 |Ls: 2.5019 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4681 |OrigR: 231.0 ShpR: 597.6 |X:  295.0(2345.0) AvgX100: 687.4 |AvgR:1388.4(1655.1)168 |Ls: 2.5143 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4682 |OrigR: 387.0 ShpR: 919.7 |X:  454.0(2345.0) AvgX100: 683.7 |AvgR:1380.9(1655.1)169 |Ls: 2.7767 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4683 |OrigR: 903.0 ShpR:2075.8 |X: 1028.0(2345.0) AvgX100: 687.9 |AvgR:1389.2(1655.1)170 |Ls: 2.5961 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4684 |OrigR: 727.0 ShpR:1622.2 |X:  814.0(2345.0) AvgX100: 694.0 |AvgR:1401.3(1655.1)171 |Ls: 2.5676 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4685 |OrigR: 372.0 ShpR: 888.2 |X:  439.0(2345.0) AvgX100: 686.6 |AvgR:1386.2(1655.1)172 |Ls: 2.7575 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4686 |OrigR: 704.0 ShpR:1564.4 |X:  804.0(2345.0) AvgX100: 691.9 |AvgR:1396.2(1655.1)173 |Ls: 2.5863 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4687 |OrigR: 540.0 ShpR:1240.0 |X:  613.0(2345.0) AvgX100: 688.1 |AvgR:1388.5(1655.1)174 |Ls: 2.5527 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4688 |OrigR: 204.0 ShpR: 539.9 |X:  266.0(2345.0) AvgX100: 688.0 |AvgR:1388.3(1655.1)175 |Ls: 2.8042 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4689 |OrigR: 739.0 ShpR:1650.4 |X:  820.0(2345.0) AvgX100: 693.4 |AvgR:1399.2(1655.1)176 |Ls: 2.5659 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4690 |OrigR:1049.0 ShpR:2282.4 |X: 1180.0(2345.0) AvgX100: 699.0 |AvgR:1409.5(1655.1)177 |Ls: 2.6232 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4691 |OrigR: 372.0 ShpR: 887.7 |X:  438.0(2345.0) AvgX100: 700.8 |AvgR:1413.2(1655.1)178 |Ls: 2.3850 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4692 |OrigR: 642.0 ShpR:1453.2 |X:  715.0(2345.0) AvgX100: 701.0 |AvgR:1413.4(1655.1)179 |Ls: 2.6003 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4693 |OrigR: 375.0 ShpR: 895.0 |X:  441.0(2345.0) AvgX100: 697.3 |AvgR:1405.9(1655.1)180 |Ls: 2.8567 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4694 |OrigR: 373.0 ShpR: 889.3 |X:  438.0(2345.0) AvgX100: 699.0 |AvgR:1409.3(1655.1)181 |Ls: 2.6139 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4695 |OrigR: 550.0 ShpR:1263.0 |X:  618.0(2345.0) AvgX100: 697.0 |AvgR:1405.7(1655.1)182 |Ls: 2.5143 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4696 |OrigR: 385.0 ShpR: 919.0 |X:  450.0(2345.0) AvgX100: 698.8 |AvgR:1409.4(1655.1)183 |Ls: 2.6146 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4697 |OrigR: 725.0 ShpR:1619.5 |X:  808.0(2345.0) AvgX100: 704.1 |AvgR:1420.0(1655.1)184 |Ls: 2.5729 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4698 |OrigR: 738.0 ShpR:1651.8 |X:  818.0(2345.0) AvgX100: 704.2 |AvgR:1420.0(1655.1)185 |Ls: 2.5342 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4699 |OrigR: 954.0 ShpR:2099.4 |X: 1052.0(2345.0) AvgX100: 710.3 |AvgR:1431.9(1655.1)186 |Ls: 2.5810 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4700 |OrigR: 214.0 ShpR: 559.4 |X:  275.0(2345.0) AvgX100: 710.3 |AvgR:1431.9(1655.1)187 |Ls: 2.6687 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4701 |OrigR: 386.0 ShpR: 921.6 |X:  453.0(2345.0) AvgX100: 712.0 |AvgR:1435.5(1655.1)188 |Ls: 2.4486 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4702 |OrigR: 744.0 ShpR:1664.4 |X:  819.0(2345.0) AvgX100: 717.5 |AvgR:1446.5(1655.1)189 |Ls: 2.6101 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4703 |OrigR: 855.0 ShpR:1896.5 |X:  938.0(2345.0) AvgX100: 722.5 |AvgR:1456.7(1655.1)190 |Ls: 2.5785 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4704 |OrigR: 840.0 ShpR:1863.0 |X:  928.0(2345.0) AvgX100: 725.6 |AvgR:1462.6(1655.1)191 |Ls: 2.7103 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4705 |OrigR: 406.0 ShpR: 963.1 |X:  473.0(2345.0) AvgX100: 718.1 |AvgR:1448.4(1655.1)192 |Ls: 2.5831 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4706 |OrigR: 619.0 ShpR:1400.4 |X:  690.0(2345.0) AvgX100: 717.0 |AvgR:1446.2(1655.1)193 |Ls: 2.6027 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4707 |OrigR: 249.0 ShpR: 634.4 |X:  312.0(2345.0) AvgX100: 717.3 |AvgR:1446.9(1655.1)194 |Ls: 2.4617 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4708 |OrigR:1738.0 ShpR:3742.8 |X: 1843.0(2345.0) AvgX100: 722.4 |AvgR:1457.1(1655.1)195 |Ls: 2.6647 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4709 |OrigR: 213.0 ShpR: 559.3 |X:  275.0(2345.0) AvgX100: 720.7 |AvgR:1453.6(1655.1)196 |Ls: 2.4194 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4710 |OrigR: 213.0 ShpR: 559.3 |X:  275.0(2345.0) AvgX100: 713.4 |AvgR:1438.8(1655.1)197 |Ls: 2.7986 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4711 |OrigR: 744.0 ShpR:1666.9 |X:  817.0(2345.0) AvgX100: 711.5 |AvgR:1434.9(1655.1)198 |Ls: 2.5000 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4712 |OrigR: 633.0 ShpR:1433.3 |X:  703.0(2345.0) AvgX100: 714.0 |AvgR:1440.2(1655.1)199 |Ls: 2.6897 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4713 |OrigR: 213.0 ShpR: 559.3 |X:  275.0(2345.0) AvgX100: 712.3 |AvgR:1436.7(1655.1)200 |Ls: 2.5678 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4714 |OrigR: 213.0 ShpR: 559.3 |X:  275.0(2345.0) AvgX100: 707.0 |AvgR:1426.1(1655.1)201 |Ls: 2.6312 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4715 |OrigR: 213.0 ShpR: 559.3 |X:  275.0(2345.0) AvgX100: 705.4 |AvgR:1422.9(1655.1)202 |Ls: 2.6843 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4716 |OrigR: 388.0 ShpR: 925.3 |X:  453.0(2345.0) AvgX100: 707.2 |AvgR:1426.5(1655.1)203 |Ls: 2.6457 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4717 |OrigR: 207.0 ShpR: 544.7 |X:  268.0(2345.0) AvgX100: 701.8 |AvgR:1415.8(1655.1)204 |Ls: 2.5964 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4718 |OrigR: 740.0 ShpR:1653.5 |X:  823.0(2345.0) AvgX100: 691.5 |AvgR:1394.9(1655.1)205 |Ls: 2.5117 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4719 |OrigR:1241.0 ShpR:2700.6 |X: 1334.0(2345.0) AvgX100: 698.0 |AvgR:1408.0(1655.1)206 |Ls: 2.4829 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4720 |OrigR:1101.0 ShpR:2412.6 |X: 1187.0(2345.0) AvgX100: 707.1 |AvgR:1426.5(1655.1)207 |Ls: 2.4823 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4721 |OrigR:1139.0 ShpR:2490.4 |X: 1227.0(2345.0) AvgX100: 711.2 |AvgR:1435.0(1655.1)208 |Ls: 2.5277 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4722 |OrigR: 634.0 ShpR:1433.9 |X:  705.0(2345.0) AvgX100: 713.8 |AvgR:1440.2(1655.1)209 |Ls: 2.5967 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4723 |OrigR: 690.0 ShpR:1529.0 |X:  814.0(2345.0) AvgX100: 713.8 |AvgR:1439.1(1655.1)210 |Ls: 2.5953 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4724 |OrigR: 544.0 ShpR:1246.9 |X:  612.0(2345.0) AvgX100: 713.7 |AvgR:1438.8(1655.1)211 |Ls: 2.4205 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4725 |OrigR: 736.0 ShpR:1647.1 |X:  818.0(2345.0) AvgX100: 703.4 |AvgR:1418.9(1655.1)212 |Ls: 2.6008 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4726 |OrigR: 143.0 ShpR: 411.3 |X:  203.0(2345.0) AvgX100: 696.2 |AvgR:1404.4(1655.1)213 |Ls: 2.0371 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4727 |OrigR: 736.0 ShpR:1640.1 |X:  825.0(2345.0) AvgX100: 697.3 |AvgR:1406.1(1655.1)214 |Ls: 2.5085 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4728 |OrigR: 947.0 ShpR:2162.2 |X: 1410.0(2345.0) AvgX100: 706.9 |AvgR:1418.5(1655.1)215 |Ls: 2.7178 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4729 |OrigR: 558.0 ShpR:1278.8 |X:  629.0(2345.0) AvgX100: 705.1 |AvgR:1414.9(1655.1)216 |Ls: 3.2714 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4730 |OrigR: 589.0 ShpR:1336.9 |X:  663.0(2345.0) AvgX100: 698.3 |AvgR:1401.2(1655.1)217 |Ls: 3.0874 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4731 |OrigR: 209.0 ShpR: 551.4 |X:  271.0(2345.0) AvgX100: 687.5 |AvgR:1379.1(1655.1)218 |Ls: 3.2207 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4732 |OrigR: 209.0 ShpR: 551.4 |X:  271.0(2345.0) AvgX100: 685.8 |AvgR:1375.6(1655.1)219 |Ls: 3.0562 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
Ep 4733 |OrigR: 729.0 ShpR:1631.9 |X:  804.0(2345.0) AvgX100: 681.9 |AvgR:1367.7(1655.1)220 |Ls: 3.0737 |Eps: 0.0150 |LR: 2.50e-04 |Gm: 0.990 |Fl: . (0/100) 0
